-0.122,-0.041531,7.0443
-0.02416,-0.093969,7.0222
-0.018928,-0.01043,6.9998
0.030359,0.061357,7.0328
0.0040653,0.015741,6.9988
-0.0071531,0.072001,6.9987
0.0041217,0.091111,6.9979
-0.0074329,-0.060287,7.0183
-0.045132,-0.079018,7.0273
0.026854,0.082768,6.9743
-0.011991,0.047304,7.001
-0.13535,-0.07172,7.0579
-0.0015559,-0.087903,7.0161
0.015492,-0.057254,7.0179
-0.017054,0.017139,7.0051
0.051174,0.061002,7.0041
0.023972,0.022675,7.0312
-0.033722,0.043819,7.0082
-0.1044,-0.080094,7.0419
0.030903,0.10317,6.9951
-0.021898,-0.085994,7.0203
0.0094763,0.047862,6.996
-0.025686,-0.042755,7.0095
-0.016297,0.090598,7.0028
0.098227,-0.11972,6.974
0.095815,0.0029422,7.0591
-0.027605,0.080965,7.0161
0.065432,0.0908,6.9708
0.080868,-0.0081751,7.0608
-0.044489,-0.094088,7.0387
-0.054199,-0.054931,7.0264
0.063486,-0.0082487,7.0699
0.066691,-0.11731,6.9906
-0.019975,-0.10088,7.0131
0.068671,0.012901,7.0607
-0.036476,0.0035128,7.0224
-0.0046107,0.0061586,7.0033
-0.013048,0.11011,6.9967
-0.05738,0.11943,7.0264
-0.039671,0.11108,7.0106
0.0095799,0.10361,7.0072
0.023412,0.0080824,7.0318
0.0879,0.090222,6.9825
