-0.14431,-0.076464,7.0584
0.0043343,0.016782,6.9954
0.10215,0.0031368,7.0596
0.10472,-0.12764,6.9689
-0.02018,-0.01112,6.9965
-0.0016588,-0.093717,7.0138
0.032368,0.065416,7.0316
-0.025758,-0.10019,7.0203
0.016516,-0.061041,7.0158
-0.0079246,-0.064275,7.0162
-0.0076263,0.076764,6.9953
-0.11131,-0.085392,7.0413
0.086217,-0.0087159,7.0614
-0.048118,-0.084245,7.0257
0.0043943,0.097138,6.9944
-0.012785,0.050434,6.9978
-0.13007,-0.044278,7.0439
0.025558,0.024175,7.0299
0.032948,0.10999,6.9915
0.067685,-0.0087944,7.0711
0.02863,0.088243,6.9693
-0.018182,0.018273,7.0021
-0.035953,0.046718,7.0053
-0.027385,-0.045583,7.0068
-0.017375,0.096591,6.9996
-0.023346,-0.091683,7.0183
0.05456,0.065038,7.001
0.073214,0.013754,7.0613
0.010103,0.051028,6.9924
0.06976,0.096806,6.9655
-0.057785,-0.058564,7.0247
-0.029431,0.086321,7.0138
-0.047432,-0.10031,7.0379
0.071103,-0.12507,6.9867
-0.0049157,0.006566,7.0002
-0.038889,0.0037452,7.0206
-0.021296,-0.10755,7.0106
-0.013911,0.11739,6.9932
0.010214,0.11047,7.0043
0.02496,0.008617,7.0305
0.093714,0.09619,6.978
-0.042295,0.11842,7.008
-0.061175,0.12733,7.0248
